index,title,type,release_year,primary_genre,platform,date_added,imdb_id,imdb_rating,imdb_votes,box_office_sales,production_cost
197,Rebellion,TV Show,2016,International TV Shows,Netflix,2021-08-27,tt4699982,7.2,"4,515",,
198,Shootout at Lokhandwala,Movie,2007,Action & Adventure,Netflix,2021-08-27,tt0811066,7.1,"10,816","$289,232",N/A
199,SAS: Rise of the Black Swan,Movie,2021,Action & Adventure,Netflix,2021-08-27,,,,,
200,Shor In the City,Movie,2011,Comedies,Netflix,2021-08-27,tt1916728,7.2,"4,064",N/A,N/A
201,The Dirty Picture,Movie,2011,Comedies,Netflix,2021-08-27,tt1954206,6.6,"10,342",N/A,N/A
202,Titletown High,TV Show,2021,Reality TV,Netflix,2021-08-27,tt15192032,5.8,420,,
203,"LSD: Love, Sex Aur Dhokha",Movie,2010,Dramas,Netflix,2021-08-27,tt1608777,7.2,"6,039",N/A,N/A
204,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,2008,Action & Adventure,Netflix,2021-08-27,tt1179781,3.5,"1,242",N/A,N/A
205,Krishna Cottage,Movie,2004,Action & Adventure,Netflix,2021-08-27,tt0408976,5.2,"1,369",N/A,N/A
206,Kyo Kii... Main Jhuth Nahin Bolta,Movie,2001,Comedies,Netflix,2021-08-27,tt0297241,5.4,"2,542",N/A,N/A
207,King of Boys: The Return of the King,TV Show,2021,Crime TV Shows,Netflix,2021-08-27,tt15192042,6.8,315,,
208,Kyaa Super Kool Hain Hum,Movie,2012,Comedies,Netflix,2021-08-27,tt2027138,5.0,"4,142",N/A,FLM Films
209,D.P.,TV Show,2021,International TV Shows,Netflix,2021-08-27,tt13024974,8.2,"9,104",,
210,Deadly Sins,TV Show,2002,International TV Shows,Netflix,2021-08-27,tt0112830,4.6,547,N/A,N/A
211,He's All That,Movie,2021,Comedies,Netflix,2021-08-27,tt4590256,4.4,"28,535",N/A,N/A
212,I Heart Arlo,TV Show,2021,Kids' TV,Netflix,2021-08-27,tt13573450,7.0,271,,
213,EMI: Liya Hai To Chukana Padega,Movie,2008,Comedies,Netflix,2021-08-27,tt1221133,4.4,663,N/A,N/A
214,Koi Aap Sa,Movie,2006,Comedies,Netflix,2021-08-27,tt0488840,5.6,288,N/A,N/A
215,C Kkompany,Movie,2008,Action & Adventure,Netflix,2021-08-27,tt1170399,5.5,"1,315",N/A,N/A
216,Kucch To Hai,Movie,2003,Dramas,Netflix,2021-08-27,tt0348662,4.4,982,N/A,N/A
217,Kyaa Kool Hai Hum,Movie,2005,Comedies,Netflix,2021-08-27,tt0456500,6.1,"3,748",N/A,N/A
218,Kyaa Kool Hain Hum 3,Movie,2016,Comedies,Netflix,2021-08-27,tt5290620,1.9,"4,500",N/A,N/A
219,EDENS ZERO,TV Show,2021,Anime Series,Netflix,2021-08-26,tt13167196,7.1,"2,012",,
220,Family Reunion,TV Show,2021,Kids' TV,Netflix,2021-08-26,tt9153270,6.6,"3,503",,
221,Really Love,Movie,2020,Dramas,Netflix,2021-08-25,tt8722624,6.2,"1,096",N/A,N/A
222,Wheel of Fortune,TV Show,2019,Reality TV,Netflix,2021-08-25,tt0072584,6.7,"3,532",,
223,The Water Man,Movie,2021,Children & Family Movies,Netflix,2021-08-25,tt4779326,5.6,"4,592","$383,234",N/A
224,The River Runner,Movie,2021,Documentaries,Netflix,2021-08-25,tt15293256,6.9,"2,022",N/A,N/A
225,The Old Ways,Movie,2020,Horror Movies,Netflix,2021-08-25,tt12829958,5.4,"7,764",N/A,N/A
226,The November Man,Movie,2014,Action & Adventure,Netflix,2021-08-25,tt2402157,6.3,"70,404","$25,018,119",N/A
227,Open Your Eyes,TV Show,2021,International TV Shows,Netflix,2021-08-25,tt0125659,7.7,"73,059","$370,720",N/A
228,Post Mortem: No One Dies in Skarnes,TV Show,2021,International TV Shows,Netflix,2021-08-25,tt13053222,7.1,"4,075",,
229,John of God: The Crimes of a Spiritual Healer,TV Show,2021,Crime TV Shows,Netflix,2021-08-25,tt15233856,6.5,"1,021",,
230,Clickbait,TV Show,2021,Crime TV Shows,Netflix,2021-08-25,tt10888878,7.2,"60,112",,
231,"Bob Ross: Happy Accidents, Betrayal & Greed",Movie,2021,Documentaries,Netflix,2021-08-25,tt14539744,6.9,"6,725",N/A,N/A
232,Motel Makeover,TV Show,2021,International TV Shows,Netflix,2021-08-25,tt15128558,5.0,842,,
233,Count Me In,Movie,2021,Documentaries,Netflix,2021-08-24,tt6889042,6.8,"2,172",N/A,N/A
234,Oggy Oggy,TV Show,2021,Kids' TV,Netflix,2021-08-24,,,,,
235,Untold: Caitlyn Jenner,Movie,2021,Documentaries,Netflix,2021-08-24,tt15101946,6.5,"2,981",N/A,N/A
236,Boomika (Telugu),Movie,2021,Horror Movies,Netflix,2021-08-23,,,,,
237,The Witcher: Nightmare of the Wolf,Movie,2021,Action & Adventure,Netflix,2021-08-23,tt11657662,7.2,"49,958",N/A,N/A
238,Boomika,Movie,2021,Horror Movies,Netflix,2021-08-23,tt11073148,5.0,"2,695",N/A,N/A
239,Boomika (Malayalam),Movie,2021,Horror Movies,Netflix,2021-08-23,,,,,
240,Boomika (Hindi),Movie,2021,Horror Movies,Netflix,2021-08-23,,,,,
241,Manifest,TV Show,2021,TV Dramas,Netflix,2021-08-21,tt8421350,7.1,"90,595",,
242,The Loud House Movie,Movie,2021,Children & Family Movies,Netflix,2021-08-20,tt6714432,6.1,"2,809",N/A,N/A
243,Man in Love,Movie,2021,Dramas,Netflix,2021-08-20,tt14428606,7.0,"3,006",N/A,N/A
244,Sweet Girl,Movie,2021,Action & Adventure,Netflix,2021-08-20,tt10731768,5.5,"35,228",N/A,N/A
245,The Chair,TV Show,2021,TV Comedies,Netflix,2021-08-20,tt11834150,7.2,"18,879",,
246,Korean Cold Noodle Rhapsody,TV Show,2021,Docuseries,Netflix,2021-08-20,tt15772846,N/A,47,,
247,Everything Will Be Fine,TV Show,2021,International TV Shows,Netflix,2021-08-20,tt1403846,6.1,843,N/A,N/A
248,Comedy Premium League,TV Show,2021,International TV Shows,Netflix,2021-08-20,tt14167428,4.8,"1,656",,
249,Gunshot,Movie,2018,Dramas,Netflix,2021-08-20,tt8098636,6.8,697,N/A,N/A
250,A Faraway Land,Movie,2020,Dramas,Netflix,2021-08-19,tt15260940,5.1,167,N/A,N/A
251,Like Crazy,Movie,2011,Dramas,Netflix,2021-08-19,tt1758692,6.6,"63,077","$3,395,391",N/A
252,Out of my league,Movie,2020,Comedies,Netflix,2021-08-18,tt11154906,6.1,"3,141",N/A,N/A
253,Untold: Deal With the Devil,Movie,2021,Documentaries,Netflix,2021-08-18,tt15085794,7.3,"2,749",N/A,N/A
254,The Secret Diary of an Exchange Student,Movie,2021,Comedies,Netflix,2021-08-18,tt11594766,5.4,"1,076",N/A,N/A
255,The Defeated,TV Show,2020,Crime TV Shows,Netflix,2021-08-18,tt8879894,7.1,"8,058",,
256,Pahuna,Movie,2018,Comedies,Netflix,2021-08-18,tt8374716,N/A,N/A,N/A,N/A
257,Nneka The Pretty Serpent,Movie,2020,Dramas,Netflix,2021-08-18,tt13809646,4.0,168,N/A,N/A
258,O Kadhal Kanmani,Movie,2015,Dramas,Netflix,2021-08-18,tt4271820,7.4,"6,673",N/A,N/A
259,Memories of a Murderer: The Nilsen Tapes,Movie,2021,Documentaries,Netflix,2021-08-18,tt15085784,6.3,"4,269",N/A,N/A
260,Go! Go! Cory Carson,TV Show,2021,Kids' TV,Netflix,2021-08-18,tt8115702,7.9,299,,
261,Bombay,Movie,1995,Dramas,Netflix,2021-08-18,tt0112553,8.1,"13,503",N/A,N/A
262,Black Island,Movie,2021,International Movies,Netflix,2021-08-18,tt12881516,5.2,"3,337",N/A,N/A
263,Mother Goose Club,TV Show,2016,Kids' TV,Netflix,2021-08-16,tt3040470,7.5,187,,
264,Walk of Shame,Movie,2014,Comedies,Netflix,2021-08-16,tt2463288,6.0,"56,796","$59,209",N/A
265,The Piano,Movie,1993,Classic Movies,Netflix,2021-08-15,tt0107822,7.5,"94,872","$40,157,856",N/A
266,Unroyal,Movie,2020,Dramas,Netflix,2021-08-15,tt15526612,N/A,19,N/A,N/A
267,Winx Club,TV Show,2015,Kids' TV,Netflix,2021-08-15,tt0421482,6.1,"7,614",,
268,The Creative Indians,TV Show,2020,Docuseries,Netflix,2021-08-15,tt9583184,8.3,51,,
269,Rascal Does Not Dream of Bunny Girl Senpai,TV Show,2018,Anime Series,Netflix,2021-08-15,tt8993398,8.0,"16,274",,
270,Beckett,Movie,2021,Action & Adventure,Netflix,2021-08-13,tt10230994,5.7,"28,413",N/A,N/A
271,Brand New Cherry Flavor,TV Show,2021,TV Dramas,Netflix,2021-08-13,tt11343600,7.1,"19,031",,
272,Fast & Furious Spy Racers,TV Show,2021,Kids' TV,Netflix,2021-08-13,tt8322592,5.9,"1,716",,
273,Gone for Good,TV Show,2021,Crime TV Shows,Netflix,2021-08-13,tt14252964,6.3,"5,257",,
274,Grace and Frankie,TV Show,2021,TV Comedies,Netflix,2021-08-13,tt3609352,8.2,"56,777",,
275,The Kingdom,TV Show,2021,Crime TV Shows,Netflix,2021-08-13,tt0431197,7.0,"132,252","$47,536,778",N/A
276,Valeria,TV Show,2021,International TV Shows,Netflix,2021-08-13,tt9731288,6.6,"7,709",,
277,AlRawabi School for Girls,TV Show,2021,International TV Shows,Netflix,2021-08-12,tt10183912,7.1,"9,070",,
278,Lokillo: Nothing's the Same,Movie,2021,Stand-Up Comedy,Netflix,2021-08-12,tt14494898,4.7,60,N/A,N/A
279,Monster Hunter: Legends of the Guild,Movie,2021,Action & Adventure,Netflix,2021-08-12,tt9174358,5.1,"1,480",N/A,N/A
280,Misha and the Wolves,Movie,2021,Documentaries,Netflix,2021-08-11,tt13648220,6.7,"3,322",N/A,N/A
281,The Railway Man,Movie,2013,Dramas,Netflix,2021-08-11,tt2058107,7.1,"42,539","$4,438,438",N/A
282,The Kissing Booth 3,Movie,2021,Comedies,Netflix,2021-08-11,tt12783454,4.8,"21,928",N/A,N/A
283,Bake Squad,TV Show,2021,Reality TV,Netflix,2021-08-11,tt15078760,6.9,"1,108",,
284,La diosa del asfalto,Movie,2020,Dramas,Netflix,2021-08-11,,,,,
285,Brother Jekwu,Movie,2016,Comedies,Netflix,2021-08-11,tt8857316,N/A,N/A,N/A,N/A
286,Gabby's Dollhouse,TV Show,2021,Kids' TV,Netflix,2021-08-10,tt9165438,7.2,724,,
287,I Need Romance,TV Show,2021,International TV Shows,Netflix,2021-08-10,tt3340752,7.0,296,,
288,Las muñecas de la mafia,TV Show,2018,Crime TV Shows,Netflix,2021-08-10,tt1585368,6.6,355,,
289,The Crowned Clown,TV Show,2019,International TV Shows,Netflix,2021-08-10,tt9266592,8.0,"1,459",,
290,Untold: Malice at the Palace,Movie,2021,Documentaries,Netflix,2021-08-10,tt15085802,7.5,"9,658",N/A,N/A
291,SHAMAN KING,TV Show,2021,Anime Series,Netflix,2021-08-09,tt0367409,8.0,"6,444",,
292,Slay,Movie,2021,Comedies,Netflix,2021-08-08,tt14033300,3.7,117,N/A,N/A
293,Quartet,Movie,2012,Comedies,Netflix,2021-08-08,tt1441951,6.8,"21,095","$18,390,117",N/A
294,The Paper Tigers,Movie,2021,Action & Adventure,Netflix,2021-08-07,tt6060444,6.3,"5,195","$112,691",N/A
295,Takizawa Kabuki ZERO 2020 The Movie,Movie,2020,International Movies,Netflix,2021-08-07,,,,,
296,Hit & Run,TV Show,2021,TV Action & Adventure,Netflix,2021-08-06,tt9073940,7.0,"10,975",,
297,Quam's Money,Movie,2020,Comedies,Netflix,2021-08-06,tt13113544,4.3,77,N/A,N/A
298,The Swarm,Movie,2021,Horror Movies,Netflix,2021-08-06,tt0078350,4.5,"8,520",N/A,N/A
299,Vivo,Movie,2021,Children & Family Movies,Netflix,2021-08-06,tt6338498,6.7,"21,597",N/A,N/A
300,Navarasa,TV Show,2021,TV Shows,Netflix,2021-08-06,tt13357946,5.8,"3,755",,
301,Esperando la carroza,Movie,1985,Comedies,Netflix,2021-08-05,tt29606354,N/A,N/A,,
302,Lady Boss: The Jackie Collins Story,Movie,2021,Documentaries,Netflix,2021-08-05,tt13244024,6.8,491,N/A,N/A
303,Tango Feroz,Movie,1993,Classic Movies,Netflix,2021-08-05,tt0458136,7.5,14,N/A,N/A
304,City of God: 10 Years Later,Movie,2013,Documentaries,Netflix,2021-08-05,tt4103686,6.4,"1,467",N/A,N/A
305,Chennai Express,Movie,2013,Action & Adventure,Netflix,2021-08-05,tt2112124,6.1,"62,902","$5,307,960",N/A
306,'76,Movie,2016,Dramas,Netflix,2021-08-04,tt2369317,4.9,"8,592",N/A,N/A
307,American Masters: Inventing David Geffen,Movie,2012,Movies,Netflix,2021-08-04,,,,,
308,Car Masters: Rust to Riches,TV Show,2021,Reality TV,Netflix,2021-08-04,tt8893550,8.3,"11,615",,
309,Cocaine Cowboys: The Kings of Miami,TV Show,2021,Crime TV Shows,Netflix,2021-08-04,tt15049206,7.1,"3,216",,
310,Control Z,TV Show,2021,International TV Shows,Netflix,2021-08-04,tt11937662,6.8,"10,738",,
311,Cooking With Paris,TV Show,2021,Reality TV,Netflix,2021-08-04,tt15036422,5.4,"1,208",,
312,Aftermath,Movie,2021,Horror Movies,Netflix,2021-08-04,tt4581576,5.7,"26,692",N/A,N/A
313,Shiny_Flakes: The Teenage Drug Lord,Movie,2021,Documentaries,Netflix,2021-08-03,tt15036416,7.3,"5,856",N/A,N/A
314,You're My Destiny,TV Show,2008,International TV Shows,Netflix,2021-08-03,tt10041404,7.6,58,,
315,Two Fathers,TV Show,2013,International TV Shows,Netflix,2021-08-03,tt6707142,7.7,76,,
316,Top Secret UFO Projects: Declassified,TV Show,2021,Docuseries,Netflix,2021-08-03,tt14992232,5.6,"1,867",,
317,The Prince Who Turns into a Frog,TV Show,2005,International TV Shows,Netflix,2021-08-03,,,,,
318,Pray Away,Movie,2021,Documentaries,Netflix,2021-08-03,tt11224358,6.5,"3,531",N/A,N/A
319,Office Girls,TV Show,2011,International TV Shows,Netflix,2021-08-03,tt4381290,6.8,183,,
320,Heavy,Movie,1995,Dramas,Netflix,2021-08-03,tt0113280,6.7,"5,826","$941,414",N/A
321,Autumn's Concerto,TV Show,2009,International TV Shows,Netflix,2021-08-03,tt3530668,7.8,575,,
322,Ije: The Journey,Movie,2010,Dramas,Netflix,2021-08-03,tt1578582,6.2,117,N/A,N/A
323,Team America: World Police,Movie,2004,Action & Adventure,Netflix,2021-08-01,tt0372588,7.2,"178,193","$32,786,074",N/A
324,My Girl 2,Movie,1994,Children & Family Movies,Netflix,2021-08-01,tt0110613,5.3,"20,795","$17,359,799",N/A
325,Open Season: Scared Silly,Movie,2015,Children & Family Movies,Netflix,2021-08-01,tt4938374,5.0,"3,772",N/A,N/A
326,Pineapple Express,Movie,2008,Action & Adventure,Netflix,2021-08-01,tt0910936,6.9,"356,267","$87,341,380",N/A
327,Planet 51,Movie,2009,Children & Family Movies,Netflix,2021-08-01,tt0762125,6.0,"58,428","$42,194,060",N/A
328,Poms,Movie,2019,Comedies,Netflix,2021-08-01,tt5125894,6.1,"7,159","$13,631,124",N/A
329,Seabiscuit,Movie,2003,Dramas,Netflix,2021-08-01,tt0329575,7.3,"76,604","$120,277,854",N/A
330,Space Cowboys,Movie,2000,Action & Adventure,Netflix,2021-08-01,tt0186566,6.5,"85,824","$90,464,773",N/A
331,The Haunting in Connecticut 2: Ghosts of Georgia,Movie,2013,Horror Movies,Netflix,2021-08-01,tt1457765,5.3,"18,176",N/A,N/A
332,The Edge of Seventeen,Movie,2016,Comedies,Netflix,2021-08-01,tt1878870,7.3,"139,843","$14,431,633",N/A
333,The Last Boy Scout,Movie,1991,Action & Adventure,Netflix,2021-08-01,tt0102266,7.0,"111,624","$59,509,925",N/A
334,The Lincoln Lawyer,Movie,2011,Dramas,Netflix,2021-08-01,tt1189340,7.3,"253,044","$58,009,200",N/A
335,The Losers,Movie,2010,Action & Adventure,Netflix,2021-08-01,tt0480255,6.2,"106,778","$23,591,432",N/A
336,The Machinist,Movie,2004,Dramas,Netflix,2021-08-01,tt0361862,7.6,"414,240","$1,082,715",N/A
337,The Net,Movie,1995,Thrillers,Netflix,2021-08-01,tt0113957,6.0,"73,675","$50,727,965",N/A
338,Valentine's Day,Movie,2010,Comedies,Netflix,2021-08-01,tt0817230,5.7,"125,385","$110,528,528",N/A
339,Major Payne,Movie,1995,Comedies,Netflix,2021-08-01,tt0110443,6.3,"38,956","$29,412,050",N/A
340,My Girl,Movie,1991,Dramas,Netflix,2021-08-01,tt0102492,6.9,"88,571","$59,489,799",N/A
341,The Original Kings of Comedy,Movie,2000,Stand-Up Comedy,Netflix,2021-08-01,tt0236388,6.8,"6,059","$38,182,790",N/A
342,Magnolia,Movie,1999,Dramas,Netflix,2021-08-01,tt0175880,8.0,"327,495","$22,455,976",N/A
343,Darwin’s Game,TV Show,2020,Anime Series,Netflix,2021-08-01,tt11405390,7.2,"3,355",,
344,44 Cats,TV Show,2020,Kids' TV,Netflix,2021-08-01,tt9699148,6.1,326,,
345,30 Rock,TV Show,2012,TV Comedies,Netflix,2021-08-01,tt0496424,8.3,"131,938",,
346,Beethoven,Movie,1992,Children & Family Movies,Netflix,2021-08-01,tt0103786,5.7,"76,219","$57,114,049",N/A
347,Beethoven's 2nd,Movie,1993,Children & Family Movies,Netflix,2021-08-01,tt0106375,4.9,"29,626","$53,443,066",N/A
348,Beowulf,Movie,2007,Action & Adventure,Netflix,2021-08-01,tt0442933,6.3,"173,344","$82,280,579",N/A
349,Boyka: Undisputed,Movie,2016,Action & Adventure,Netflix,2021-08-01,tt3344680,7.0,"26,480",N/A,N/A
350,Catch Me If You Can,Movie,2002,Dramas,Netflix,2021-08-01,tt0264464,8.1,"1,094,745","$164,615,351",N/A
351,Cloudy with a Chance of Meatballs,Movie,2009,Children & Family Movies,Netflix,2021-08-01,tt0844471,6.9,"257,602","$124,870,275",N/A
352,Inception,Movie,2010,Action & Adventure,Netflix,2021-08-01,tt1375666,8.8,"2,547,638","$292,587,330",N/A
353,Deep Blue Sea,Movie,1999,Action & Adventure,Netflix,2021-08-01,tt0149261,5.9,"142,269","$73,648,142",N/A
354,Five Feet Apart,Movie,2019,Dramas,Netflix,2021-08-01,tt6472976,7.2,"81,919","$45,729,221",N/A
355,Freedomland,Movie,2006,Dramas,Netflix,2021-08-01,tt0349467,5.2,"17,182","$12,512,886",N/A
356,Friday Night Lights,TV Show,2010,TV Dramas,Netflix,2021-08-01,tt0758745,8.7,"72,304",,
357,Good Luck Chuck,Movie,2007,Comedies,Netflix,2021-08-01,tt0452625,5.6,"94,104","$35,017,297",N/A
358,Hunter X Hunter (2011),TV Show,2014,Anime Series,Netflix,2021-08-01,,,,,
359,I missed you: Director's Cut,Movie,2021,Dramas,Netflix,2021-08-01,,,,,
360,Ferris Bueller's Day Off,Movie,1986,Classic Movies,Netflix,2021-08-01,tt0091042,7.8,"384,631","$70,136,369",N/A
361,Charmed,TV Show,2021,TV Dramas,Netflix,2021-07-31,tt0158552,7.2,"91,271",,
362,The Lost Café,Movie,2018,Dramas,Netflix,2021-07-31,tt7371662,6.3,38,N/A,N/A
363,The Vault,Movie,2021,Action & Adventure,Netflix,2021-07-31,tt9742794,6.4,"30,592",N/A,N/A
364,Outer Banks,TV Show,2021,TV Action & Adventure,Netflix,2021-07-30,tt10293938,7.5,"77,637",,
365,The Last Mercenary,Movie,2021,Action & Adventure,Netflix,2021-07-30,tt12808182,5.3,"9,710",N/A,N/A
366,Rurouni Kenshin: The Beginning,Movie,2021,Action & Adventure,Netflix,2021-07-30,,,,,
367,Pomegranates and Myrrh,Movie,2009,Dramas,Netflix,2021-07-30,,,,,
368,Myth & Mogul: John DeLorean,TV Show,2021,British TV Shows,Netflix,2021-07-30,tt14968268,6.8,"1,325",,
369,Khawatir,TV Show,2009,International TV Shows,Netflix,2021-07-30,tt3062514,9.5,"3,238",,
370,I'm Glad I Did,Movie,2020,Documentaries,Netflix,2021-07-30,tt15139398,8.4,"1,627",N/A,N/A
371,Glow Up,TV Show,2021,British TV Shows,Netflix,2021-07-30,tt9680524,7.0,"2,979",,
372,Eyes of a Thief,Movie,2014,Dramas,Netflix,2021-07-30,tt2993406,6.5,498,N/A,N/A
373,Centaurworld,TV Show,2021,Kids' TV,Netflix,2021-07-30,tt10919290,7.7,"2,751",,
374,Flower Girl,Movie,2013,Comedies,Netflix,2021-07-29,tt1316414,5.9,"1,026",N/A,N/A
375,Resort to Love,Movie,2021,Comedies,Netflix,2021-07-29,tt12929990,5.7,"6,732",N/A,N/A
376,Transformers: War for Cybertron: Kingdom,TV Show,2021,Anime Series,Netflix,2021-07-29,,,,,
377,Bartkowiak,Movie,2021,Action & Adventure,Netflix,2021-07-28,tt14315566,5.1,"1,408",N/A,N/A
378,Fantastic Fungi,Movie,2019,Documentaries,Netflix,2021-07-28,tt8258074,7.4,"11,543","$1,788,322",N/A
379,Tattoo Redo,TV Show,2021,Reality TV,Netflix,2021-07-28,tt14956090,5.9,955,,
380,The Flash,TV Show,2021,Crime TV Shows,Netflix,2021-07-28,tt3107288,7.5,"367,449",,
381,The Snitch Cartel: Origins,TV Show,2021,Crime TV Shows,Netflix,2021-07-28,tt14417802,5.9,253,,
382,Mighty Express,TV Show,2021,Kids' TV,Netflix,2021-07-27,tt11860336,3.9,149,,
383,The Operative,Movie,2019,Dramas,Netflix,2021-07-27,tt8000718,5.8,"7,477",N/A,N/A
384,Mimi,Movie,2021,Comedies,Netflix,2021-07-27,tt10895576,7.8,"43,090",N/A,N/A
385,Plastic Cup Boyz: Laughing My Mask Off!,TV Show,2021,Stand-Up Comedy & Talk Shows,Netflix,2021-07-27,tt15088754,N/A,49,N/A,N/A
386,How to Sell Drugs Online (Fast),TV Show,2021,Crime TV Shows,Netflix,2021-07-27,tt9184994,7.8,"39,228",,
387,Hostage House,Movie,2021,Thrillers,Netflix,2021-07-27,tt13033790,3.9,"1,024",N/A,N/A
388,Department,Movie,2012,Action & Adventure,Netflix,2021-07-27,tt2186731,3.1,"1,128",N/A,N/A
389,All American,TV Show,2021,TV Dramas,Netflix,2021-07-27,tt7414406,7.6,"13,925",,
390,The Walking Dead,TV Show,2019,Classic & Cult TV,Netflix,2021-07-26,tt1520211,8.1,"1,078,379",,
391,Wynonna Earp,TV Show,2020,International TV Shows,Netflix,2021-07-26,tt4878326,7.4,"24,634",,
392,Django Unchained,Movie,2012,Action & Adventure,Netflix,2021-07-24,tt1853728,8.5,"1,693,903","$162,805,434",N/A
393,Masters of the Universe: Revelation,TV Show,2021,TV Action & Adventure,Netflix,2021-07-23,tt10826054,5.6,"28,497",,
394,The Movies That Made Us,TV Show,2021,Docuseries,Netflix,2021-07-23,tt10681222,7.6,"7,215",,
395,The Last Letter From Your Lover,Movie,2021,Dramas,Netflix,2021-07-23,tt1893273,6.7,"22,346",N/A,N/A
396,Sky Rojo,TV Show,2021,International TV Shows,Netflix,2021-07-23,tt8690776,6.6,"11,152",,
397,Revelations: The Masters of the Universe: Revelation Aftershow,TV Show,2021,Anime Series,Netflix,2021-07-23,tt30788647,N/A,N/A,,
